io,arm,variant,seed,fraction,n_train,params,epochs_ran,best_val_loss,wall_s,test_iid_auprc,test_iid_auroc,test_iid_recall,test_iid_specificity,test_iid_precision,test_iid_recall_at_fpr10,test_iid_recall_at_fpr05,test_iid_balanced_acc,test_iid_f1_at_0p5,test_iid_f1_best,test_iid_thr_f1_best,test_iid_accuracy,test_iid_n,test_iid_n_pos,test_low_auprc,test_low_auroc,test_low_recall,test_low_specificity,test_low_precision,test_low_recall_at_fpr10,test_low_recall_at_fpr05,test_low_balanced_acc,test_low_f1_at_0p5,test_low_f1_best,test_low_thr_f1_best,test_low_accuracy,test_low_n,test_low_n_pos,low_latency,low_worst_interferent
generic,spectrum,standard,2,50,2552,12284990,18,0.2734,36.7,0.96484,0.90911,0.94181,0.61494,0.86706,0.69181,0.67026,0.77838,0.90289,0.91784,0.3356,0.85266,638,464,0.96822,0.79646,0.77586,0.61494,0.94159,0.45833,0.43678,0.6954,0.85073,0.94632,0.04015,0.75798,1566,1392,"{""pre"": 0.0096, ""0-5s"": 0.1667, ""5-10s"": 0.12, ""10-30s"": 0.2812, ""30-60s"": 0.4792, "">60s"": 0.6717}","{""methane"": 0.7989, ""CO"": 0.7529, ""worst"": 0.7529}"
generic,dense,standard,2,100,5104,12284990,16,0.5406,61.7,0.8852,0.69939,1.0,0.0,0.72727,0.46121,0.45474,0.5,0.84211,0.84765,0.52009,0.72727,638,464,0.9449,0.66659,1.0,0.0,0.88889,0.3477,0.34698,0.5,0.94118,0.94393,0.51982,0.88889,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.125, ""30-60s"": 0.375, "">60s"": 0.5278}","{""methane"": 1.0, ""CO"": 1.0, ""worst"": 1.0}"
bio,connectome,standard,0,100,5104,263508,14,0.2068,99.0,0.97729,0.94184,0.84052,0.82184,0.92637,0.75,0.71121,0.83118,0.88136,0.93388,0.12316,0.83542,638,464,0.98815,0.91436,0.77586,0.82184,0.9721,0.69325,0.65589,0.79885,0.86296,0.96119,0.03232,0.78097,1566,1392,"{""pre"": 0.1994, ""0-5s"": 0.6667, ""5-10s"": 0.44, ""10-30s"": 0.6562, ""30-60s"": 0.7986, "">60s"": 0.8813}","{""methane"": 0.7989, ""CO"": 0.7529, ""worst"": 0.7529}"
bio,connectome,graded_ln,1,5,255,263508,30,0.2272,19.6,0.96021,0.8996,0.9569,0.62644,0.8723,0.64655,0.61422,0.79167,0.91264,0.92216,0.32906,0.86677,638,464,0.97324,0.82723,0.82615,0.62644,0.9465,0.47629,0.44253,0.72629,0.88224,0.95724,0.01393,0.80396,1566,1392,"{""pre"": 0.0129, ""0-5s"": 0.4167, ""5-10s"": 0.36, ""10-30s"": 0.4583, ""30-60s"": 0.5417, "">60s"": 0.654}","{""methane"": 0.8233, ""CO"": 0.829, ""worst"": 0.8233}"
bio,degree,standard,1,10,510,263508,22,0.2168,21.9,0.96684,0.91525,0.93319,0.68966,0.88912,0.69612,0.66164,0.81142,0.91062,0.92339,0.2951,0.86677,638,464,0.98212,0.87443,0.87356,0.68966,0.95748,0.6171,0.5783,0.78161,0.9136,0.94881,0.00641,0.85313,1566,1392,"{""pre"": 0.1318, ""0-5s"": 0.5833, ""5-10s"": 0.36, ""10-30s"": 0.5521, ""30-60s"": 0.7222, "">60s"": 0.8056}","{""methane"": 0.8879, ""CO"": 0.8592, ""worst"": 0.8592}"
bio,degree,graded_ln,1,25,1276,263508,26,0.1951,53.7,0.97021,0.92508,0.89655,0.72989,0.89849,0.69612,0.67026,0.81322,0.89752,0.93617,0.22839,0.8511,638,464,0.98429,0.88782,0.81968,0.72989,0.96044,0.6523,0.62213,0.77478,0.8845,0.95343,0.0022,0.80971,1566,1392,"{""pre"": 0.1961, ""0-5s"": 0.625, ""5-10s"": 0.4, ""10-30s"": 0.5625, ""30-60s"": 0.7222, "">60s"": 0.8384}","{""methane"": 0.8578, ""CO"": 0.7816, ""worst"": 0.7816}"
bio,random,standard,1,50,2552,263508,16,0.1885,61.3,0.95147,0.87412,0.90948,0.58046,0.85253,0.63793,0.60345,0.74497,0.88008,0.89767,0.13404,0.81975,638,464,0.97848,0.84985,0.88721,0.58046,0.94419,0.6092,0.56034,0.73384,0.91481,0.94437,1e-05,0.85313,1566,1392,"{""pre"": 0.0547, ""0-5s"": 0.625, ""5-10s"": 0.48, ""10-30s"": 0.5521, ""30-60s"": 0.6944, "">60s"": 0.822}","{""methane"": 0.9382, ""CO"": 0.8362, ""worst"": 0.8362}"
bio,spectrum,standard,1,100,5104,12247627,21,0.6244,85.3,0.83174,0.60485,1.0,0.0,0.72727,0.2931,0.24784,0.5,0.84211,0.8444,0.54585,0.72727,638,464,0.92654,0.58437,1.0,0.0,0.88889,0.25647,0.19253,0.5,0.94118,0.94213,0.54585,0.88889,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.04, ""10-30s"": 0.0833, ""30-60s"": 0.2917, "">60s"": 0.3864}","{""methane"": 1.0, ""CO"": 1.0, ""worst"": 1.0}"
bio,dense,standard,2,5,255,12247627,9,0.6932,2.8,0.76731,0.5936,0.39009,0.82759,0.85782,0.07759,0.04095,0.60884,0.5363,0.84211,0.42111,0.5094,638,464,0.90692,0.58008,0.36351,0.82759,0.94403,0.09698,0.05244,0.59555,0.5249,0.94118,0.42019,0.41507,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0104, ""30-60s"": 0.0903, "">60s"": 0.1528}","{""methane"": 0.3391, ""CO"": 0.3879, ""worst"": 0.3391}"
generic,connectome,standard,2,10,510,300871,22,0.2095,21.9,0.97836,0.94487,0.94612,0.71839,0.89959,0.81681,0.71336,0.83226,0.92227,0.93023,0.15148,0.88401,638,464,0.98541,0.89643,0.86207,0.71839,0.96077,0.69468,0.625,0.79023,0.90875,0.9555,0.00669,0.8461,1566,1392,"{""pre"": 0.6817, ""0-5s"": 0.7083, ""5-10s"": 0.44, ""10-30s"": 0.5208, ""30-60s"": 0.6458, "">60s"": 0.7374}","{""methane"": 0.8966, ""CO"": 0.8276, ""worst"": 0.8276}"
generic,degree,standard,2,25,1276,300871,10,0.2271,20.2,0.95649,0.88864,0.89009,0.63218,0.86583,0.64009,0.62931,0.76114,0.87779,0.91018,0.28238,0.81975,638,464,0.96894,0.79754,0.75503,0.63218,0.9426,0.45905,0.44684,0.69361,0.83845,0.94838,0.01598,0.74138,1566,1392,"{""pre"": 0.0257, ""0-5s"": 0.25, ""5-10s"": 0.16, ""10-30s"": 0.375, ""30-60s"": 0.5278, "">60s"": 0.6427}","{""methane"": 0.8218, ""CO"": 0.6882, ""worst"": 0.6882}"
generic,random,standard,2,50,2552,300871,12,0.1947,44.9,0.97048,0.92228,0.90948,0.64368,0.8719,0.74569,0.69397,0.77658,0.8903,0.926,0.12109,0.83699,638,464,0.98099,0.87047,0.85273,0.64368,0.95036,0.59555,0.55101,0.7482,0.8989,0.96208,0.04402,0.8295,1566,1392,"{""pre"": 0.3023, ""0-5s"": 0.4167, ""5-10s"": 0.2, ""10-30s"": 0.4271, ""30-60s"": 0.625, "">60s"": 0.7437}","{""methane"": 0.8592, ""CO"": 0.8463, ""worst"": 0.8463}"
generic,spectrum,standard,2,100,5104,12284990,8,0.5717,33.0,0.90785,0.7532,0.56897,0.86207,0.91667,0.5431,0.53017,0.71552,0.70213,0.84287,0.00444,0.6489,638,464,0.96688,0.7747,0.53664,0.94828,0.9881,0.5704,0.52802,0.74246,0.69553,0.94118,0.0015,0.58238,1566,1392,"{""pre"": 0.2797, ""0-5s"": 0.4167, ""5-10s"": 0.36, ""10-30s"": 0.4479, ""30-60s"": 0.5625, "">60s"": 0.7121}","{""methane"": 0.5014, ""CO"": 0.5718, ""worst"": 0.5014}"
bio,adapter_only,standard,0,5,255,502,15,0.5464,0.1,0.8514,0.64588,0.72629,0.39655,0.76244,0.30172,0.27586,0.56142,0.74393,0.8444,0.45877,0.63636,638,464,0.92702,0.59538,0.69612,0.39655,0.90223,0.20259,0.17601,0.54634,0.78589,0.94213,0.45677,0.66284,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0729, ""30-60s"": 0.2222, "">60s"": 0.3068}","{""methane"": 0.681, ""CO"": 0.7112, ""worst"": 0.681}"
bio,connectome,standard,1,5,255,263508,30,0.2233,19.6,0.9737,0.93189,0.94828,0.70115,0.89431,0.74138,0.69181,0.82471,0.9205,0.92688,0.46605,0.88088,638,464,0.98222,0.87518,0.84698,0.70115,0.95776,0.61782,0.57399,0.77407,0.89897,0.95271,0.01646,0.83078,1566,1392,"{""pre"": 0.2026, ""0-5s"": 0.5, ""5-10s"": 0.32, ""10-30s"": 0.5104, ""30-60s"": 0.7014, "">60s"": 0.7917}","{""methane"": 0.8621, ""CO"": 0.8319, ""worst"": 0.8319}"
bio,connectome,graded_ln,1,10,510,263508,20,0.2223,19.9,0.96881,0.91895,0.92026,0.65517,0.8768,0.73707,0.69181,0.78772,0.898,0.92292,0.26943,0.84796,638,464,0.9786,0.85412,0.77945,0.65517,0.9476,0.6092,0.54454,0.71731,0.85534,0.95716,0.02089,0.76564,1566,1392,"{""pre"": 0.2701, ""0-5s"": 0.5833, ""5-10s"": 0.36, ""10-30s"": 0.5208, ""30-60s"": 0.6806, "">60s"": 0.7487}","{""methane"": 0.7744, ""CO"": 0.7845, ""worst"": 0.7744}"
bio,degree,standard,1,25,1276,263508,24,0.2014,48.7,0.96781,0.91654,0.85991,0.72989,0.89462,0.71121,0.67888,0.7949,0.87692,0.92181,0.24611,0.82445,638,464,0.9851,0.89322,0.8125,0.72989,0.9601,0.6717,0.63937,0.77119,0.88016,0.95445,0.00494,0.80332,1566,1392,"{""pre"": 0.2444, ""0-5s"": 0.625, ""5-10s"": 0.44, ""10-30s"": 0.5729, ""30-60s"": 0.7292, "">60s"": 0.8497}","{""methane"": 0.8247, ""CO"": 0.8003, ""worst"": 0.8003}"
bio,degree,graded_ln,1,50,2552,263508,20,0.1785,76.8,0.96707,0.91805,0.95043,0.71264,0.89817,0.6875,0.65302,0.83154,0.92356,0.93769,0.34983,0.88558,638,464,0.9841,0.88948,0.86063,0.71264,0.95994,0.63147,0.60345,0.78664,0.90758,0.96127,0.00121,0.84419,1566,1392,"{""pre"": 0.0932, ""0-5s"": 0.5417, ""5-10s"": 0.36, ""10-30s"": 0.5417, ""30-60s"": 0.7361, "">60s"": 0.846}","{""methane"": 0.8966, ""CO"": 0.8247, ""worst"": 0.8247}"
bio,random,standard,1,100,5104,263508,15,0.1798,111.0,0.96729,0.91732,0.96767,0.66667,0.8856,0.69181,0.67241,0.81717,0.92482,0.92673,0.51456,0.88558,638,464,0.98334,0.88053,0.87859,0.66667,0.95472,0.65805,0.62284,0.77263,0.91508,0.9552,0.0001,0.85504,1566,1392,"{""pre"": 0.1961, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.5521, ""30-60s"": 0.7083, "">60s"": 0.8535}","{""methane"": 0.9382, ""CO"": 0.819, ""worst"": 0.819}"
bio,spectrum,standard,2,5,255,12247627,20,0.694,6.1,0.7475,0.58593,0.36853,0.82184,0.84653,0.03233,0.01293,0.59519,0.51351,0.84211,0.41363,0.49216,638,464,0.89704,0.56388,0.36063,0.82184,0.94184,0.05532,0.02802,0.59124,0.52156,0.94149,0.41363,0.41188,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0, ""30-60s"": 0.0417, "">60s"": 0.0896}","{""methane"": 0.3333, ""CO"": 0.3879, ""worst"": 0.3333}"
bio,dense,standard,2,10,510,12247627,13,0.6827,6.3,0.7201,0.41333,0.61638,0.17816,0.66667,0.03448,0.03448,0.39727,0.64054,0.84211,0.49453,0.49687,638,464,0.88339,0.41886,0.63506,0.17816,0.86076,0.04526,0.04526,0.40661,0.73088,0.94149,0.49453,0.58429,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.08, ""10-30s"": 0.1458, ""30-60s"": 0.0694, "">60s"": 0.0467}","{""methane"": 0.6638, ""CO"": 0.6063, ""worst"": 0.6063}"
generic,connectome,standard,2,25,1276,300871,10,0.1926,20.3,0.9706,0.9228,0.92888,0.64943,0.87602,0.73707,0.69828,0.78915,0.90167,0.91566,0.27664,0.85266,638,464,0.9793,0.85599,0.8204,0.64943,0.94929,0.59698,0.54813,0.73491,0.88015,0.95064,0.02323,0.8014,1566,1392,"{""pre"": 0.2765, ""0-5s"": 0.5417, ""5-10s"": 0.28, ""10-30s"": 0.4792, ""30-60s"": 0.6667, "">60s"": 0.7361}","{""methane"": 0.8693, ""CO"": 0.7716, ""worst"": 0.7716}"
generic,degree,standard,2,50,2552,300871,10,0.1942,37.5,0.9832,0.95552,0.95043,0.72989,0.90369,0.85991,0.76509,0.84016,0.92647,0.92872,0.49159,0.89028,638,464,0.98753,0.90807,0.85273,0.72989,0.96191,0.74497,0.66092,0.79131,0.90404,0.95778,0.07183,0.83908,1566,1392,"{""pre"": 0.6238, ""0-5s"": 0.6667, ""5-10s"": 0.44, ""10-30s"": 0.5833, ""30-60s"": 0.75, "">60s"": 0.8232}","{""methane"": 0.8922, ""CO"": 0.8132, ""worst"": 0.8132}"
generic,random,standard,2,100,5104,300871,26,0.1776,187.7,0.97437,0.93428,0.98707,0.64943,0.88247,0.71552,0.7069,0.81825,0.93184,0.93347,0.25038,0.89498,638,464,0.9804,0.86359,0.89009,0.64943,0.95308,0.55172,0.54382,0.76976,0.92051,0.94558,0.0,0.86335,1566,1392,"{""pre"": 0.0096, ""0-5s"": 0.4167, ""5-10s"": 0.24, ""10-30s"": 0.4271, ""30-60s"": 0.6111, "">60s"": 0.7828}","{""methane"": 0.9655, ""CO"": 0.8147, ""worst"": 0.8147}"
generic,dense,standard,0,5,255,12284990,6,1.0,1.8,0.90419,0.72868,0.52371,0.98276,0.9878,0.6056,0.57759,0.75323,0.68451,0.85495,0.00053,0.6489,638,464,0.94463,0.62309,0.37787,0.98276,0.99433,0.51796,0.50647,0.68032,0.54763,0.94118,0.0004,0.44508,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.1979, ""30-60s"": 0.5, "">60s"": 0.7955}","{""methane"": 0.3348, ""CO"": 0.421, ""worst"": 0.3348}"
bio,adapter_only,standard,0,10,510,502,10,0.5473,0.1,0.8502,0.6428,0.74569,0.34483,0.75217,0.29957,0.27371,0.54526,0.74892,0.8444,0.4664,0.63636,638,464,0.92769,0.59527,0.71767,0.34483,0.89757,0.2148,0.18175,0.53125,0.7976,0.94213,0.46538,0.67625,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0729, ""30-60s"": 0.2292, "">60s"": 0.327}","{""methane"": 0.704, ""CO"": 0.7313, ""worst"": 0.704}"
bio,connectome,standard,1,10,510,263508,22,0.2063,21.8,0.97628,0.93979,0.93966,0.74138,0.90644,0.73707,0.70043,0.84052,0.92275,0.94045,0.37586,0.88558,638,464,0.98793,0.9116,0.875,0.74138,0.96437,0.71121,0.65158,0.80819,0.91751,0.95478,0.01464,0.86015,1566,1392,"{""pre"": 0.3955, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.6042, ""30-60s"": 0.75, "">60s"": 0.8548}","{""methane"": 0.8879, ""CO"": 0.8621, ""worst"": 0.8621}"
bio,connectome,graded_ln,1,25,1276,263508,17,0.2121,34.4,0.95006,0.8755,0.86638,0.63218,0.86266,0.58836,0.5625,0.74928,0.86452,0.90763,0.25614,0.80251,638,464,0.9739,0.83057,0.80747,0.63218,0.94613,0.48491,0.4569,0.71983,0.87132,0.95528,0.06088,0.78799,1566,1392,"{""pre"": 0.0032, ""0-5s"": 0.4583, ""5-10s"": 0.32, ""10-30s"": 0.4271, ""30-60s"": 0.5556, "">60s"": 0.6742}","{""methane"": 0.8261, ""CO"": 0.7888, ""worst"": 0.7888}"
bio,degree,standard,1,50,2552,263508,21,0.1939,79.2,0.96253,0.90631,0.94181,0.70115,0.89366,0.65517,0.63793,0.82148,0.9171,0.92181,0.35455,0.87618,638,464,0.98337,0.88372,0.87644,0.70115,0.95912,0.63003,0.60345,0.78879,0.91592,0.95763,0.00293,0.85696,1566,1392,"{""pre"": 0.1318, ""0-5s"": 0.5417, ""5-10s"": 0.36, ""10-30s"": 0.5417, ""30-60s"": 0.7153, "">60s"": 0.8321}","{""methane"": 0.9239, ""CO"": 0.829, ""worst"": 0.829}"
bio,degree,graded_ln,1,100,5104,263508,16,0.1796,118.3,0.96133,0.90305,0.9181,0.64943,0.87474,0.67457,0.59914,0.78376,0.8959,0.92786,0.22536,0.84483,638,464,0.98017,0.86303,0.83046,0.64943,0.94988,0.62284,0.56681,0.73994,0.88616,0.95922,0.00297,0.81034,1566,1392,"{""pre"": 0.0289, ""0-5s"": 0.625, ""5-10s"": 0.36, ""10-30s"": 0.5521, ""30-60s"": 0.7292, "">60s"": 0.8535}","{""methane"": 0.8549, ""CO"": 0.806, ""worst"": 0.806}"
bio,random,standard,2,5,255,263508,25,0.2697,16.6,0.96779,0.91528,0.88578,0.6954,0.88578,0.71336,0.67241,0.79059,0.88578,0.90782,0.16752,0.83386,638,464,0.98222,0.87598,0.82184,0.6954,0.95572,0.60489,0.56825,0.75862,0.88374,0.95475,0.05659,0.80779,1566,1392,"{""pre"": 0.1865, ""0-5s"": 0.25, ""5-10s"": 0.16, ""10-30s"": 0.4167, ""30-60s"": 0.6111, "">60s"": 0.8157}","{""methane"": 0.8233, ""CO"": 0.8204, ""worst"": 0.8204}"
bio,spectrum,standard,2,10,510,12247627,8,0.6997,3.9,0.69288,0.42552,0.6056,0.18966,0.66588,0.10129,0.04526,0.39763,0.63431,0.84211,0.44485,0.49216,638,464,0.86577,0.42863,0.63003,0.18966,0.86149,0.10129,0.03305,0.40984,0.7278,0.94118,0.44485,0.5811,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0417, ""5-10s"": 0.08, ""10-30s"": 0.2083, ""30-60s"": 0.1458, "">60s"": 0.1225}","{""methane"": 0.6624, ""CO"": 0.5977, ""worst"": 0.5977}"
bio,dense,standard,2,25,1276,12247627,19,0.6432,20.7,0.851,0.63256,0.40733,0.83908,0.87097,0.3556,0.31681,0.6232,0.55507,0.8451,0.45511,0.52508,638,464,0.93593,0.61759,0.35129,0.83908,0.94584,0.30388,0.25503,0.59519,0.51231,0.94273,0.45494,0.40549,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0833, ""30-60s"": 0.3194, "">60s"": 0.4659}","{""methane"": 0.3075, ""CO"": 0.3951, ""worst"": 0.3075}"
generic,connectome,standard,2,50,2552,300871,14,0.1908,52.1,0.9684,0.91377,0.93966,0.57471,0.8549,0.74138,0.73276,0.75718,0.89528,0.90348,0.39814,0.84013,638,464,0.9725,0.81098,0.8046,0.57471,0.93802,0.54095,0.52155,0.68966,0.8662,0.94983,0.00651,0.77905,1566,1392,"{""pre"": 0.0547, ""0-5s"": 0.4167, ""5-10s"": 0.28, ""10-30s"": 0.4375, ""30-60s"": 0.6111, "">60s"": 0.7437}","{""methane"": 0.8405, ""CO"": 0.7687, ""worst"": 0.7687}"
generic,degree,standard,2,100,5104,300871,15,0.1823,106.7,0.96958,0.92027,0.93534,0.66092,0.88032,0.71121,0.70474,0.79813,0.907,0.91968,0.12956,0.8605,638,464,0.97951,0.85421,0.84339,0.66092,0.95215,0.59698,0.58549,0.75216,0.89448,0.94597,1e-05,0.82312,1566,1392,"{""pre"": 0.0707, ""0-5s"": 0.5833, ""5-10s"": 0.28, ""10-30s"": 0.5, ""30-60s"": 0.6806, "">60s"": 0.8106}","{""methane"": 0.9152, ""CO"": 0.7716, ""worst"": 0.7716}"
generic,spectrum,standard,0,5,255,12284990,6,1.0,1.9,0.60364,0.22159,0.47198,0.06897,0.5748,0.04095,0.03017,0.27047,0.51834,0.84211,3e-05,0.36207,638,464,0.861,0.35297,0.64727,0.06897,0.8476,0.09267,0.07615,0.35812,0.73401,0.94118,3e-05,0.58301,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.04, ""10-30s"": 0.0833, ""30-60s"": 0.1111, "">60s"": 0.1313}","{""methane"": 0.6911, ""CO"": 0.6034, ""worst"": 0.6034}"
generic,dense,standard,0,10,510,12284990,21,0.5083,10.9,0.83305,0.6712,0.78879,0.44253,0.7905,0.2069,0.11207,0.61566,0.78964,0.85607,0.03161,0.69436,638,464,0.90734,0.56783,0.67098,0.44253,0.90592,0.10704,0.06034,0.55675,0.77095,0.94118,0.00786,0.64559,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0938, ""30-60s"": 0.1042, "">60s"": 0.1578}","{""methane"": 0.6839, ""CO"": 0.658, ""worst"": 0.658}"
bio,adapter_only,standard,0,25,1276,502,8,0.5533,0.1,0.85799,0.65665,0.69181,0.44253,0.76794,0.31681,0.2931,0.56717,0.72789,0.8444,0.44773,0.62382,638,464,0.93003,0.60467,0.65805,0.44253,0.90424,0.22701,0.18822,0.55029,0.76175,0.94181,0.44336,0.6341,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0729, ""30-60s"": 0.2431, "">60s"": 0.346}","{""methane"": 0.6307, ""CO"": 0.6853, ""worst"": 0.6307}"
bio,connectome,standard,1,25,1276,263508,24,0.1814,48.0,0.97442,0.93437,0.93319,0.71264,0.89648,0.71983,0.69181,0.82292,0.91447,0.92771,0.03631,0.87304,638,464,0.98705,0.90665,0.87572,0.71264,0.9606,0.66523,0.63075,0.79418,0.9162,0.96165,0.03456,0.8576,1566,1392,"{""pre"": 0.164, ""0-5s"": 0.625, ""5-10s"": 0.44, ""10-30s"": 0.6146, ""30-60s"": 0.7639, "">60s"": 0.8586}","{""methane"": 0.9023, ""CO"": 0.8491, ""worst"": 0.8491}"
bio,connectome,graded_ln,1,50,2552,263508,14,0.1807,52.6,0.95667,0.88825,0.875,0.63793,0.86567,0.66164,0.6444,0.75647,0.87031,0.91331,0.17608,0.81034,638,464,0.97788,0.84867,0.82543,0.63793,0.94802,0.58046,0.55819,0.73168,0.88249,0.95255,0.01908,0.8046,1566,1392,"{""pre"": 0.045, ""0-5s"": 0.5833, ""5-10s"": 0.28, ""10-30s"": 0.4896, ""30-60s"": 0.6667, "">60s"": 0.7955}","{""methane"": 0.8534, ""CO"": 0.7974, ""worst"": 0.7974}"
bio,degree,standard,1,100,5104,263508,16,0.1764,116.3,0.96645,0.91554,0.9375,0.6954,0.89139,0.69397,0.66379,0.81645,0.91387,0.9336,0.1121,0.87147,638,464,0.98361,0.88647,0.85273,0.6954,0.95726,0.63362,0.61566,0.77407,0.90198,0.96175,0.00458,0.83525,1566,1392,"{""pre"": 0.0707, ""0-5s"": 0.5833, ""5-10s"": 0.4, ""10-30s"": 0.6042, ""30-60s"": 0.7361, "">60s"": 0.8485}","{""methane"": 0.8851, ""CO"": 0.8204, ""worst"": 0.8204}"
bio,degree,graded_ln,2,5,255,263508,30,0.219,20.1,0.96798,0.91575,0.93534,0.66092,0.88032,0.71336,0.68966,0.79813,0.907,0.91192,0.47124,0.8605,638,464,0.98131,0.86688,0.82902,0.66092,0.95136,0.6444,0.60489,0.74497,0.88599,0.95334,0.00956,0.81034,1566,1392,"{""pre"": 0.4855, ""0-5s"": 0.5417, ""5-10s"": 0.36, ""10-30s"": 0.5104, ""30-60s"": 0.6319, "">60s"": 0.7374}","{""methane"": 0.8376, ""CO"": 0.8204, ""worst"": 0.8204}"
bio,random,standard,2,10,510,263508,30,0.2058,30.4,0.9655,0.91149,0.88793,0.7069,0.88985,0.70259,0.66379,0.79741,0.88889,0.91931,0.35605,0.83856,638,464,0.97852,0.85055,0.7658,0.7069,0.95434,0.5977,0.56609,0.73635,0.84974,0.95271,0.00624,0.75926,1566,1392,"{""pre"": 0.0965, ""0-5s"": 0.625, ""5-10s"": 0.32, ""10-30s"": 0.5312, ""30-60s"": 0.6944, "">60s"": 0.7929}","{""methane"": 0.796, ""CO"": 0.7356, ""worst"": 0.7356}"
bio,spectrum,standard,2,25,1276,12247627,12,0.6738,13.2,0.8525,0.64043,0.43966,0.81609,0.86441,0.29095,0.28233,0.62787,0.58286,0.84615,0.34228,0.54232,638,464,0.93134,0.59747,0.38075,0.81609,0.94306,0.25575,0.20977,0.59842,0.54248,0.94118,0.03092,0.42912,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0625, ""30-60s"": 0.2222, "">60s"": 0.4015}","{""methane"": 0.352, ""CO"": 0.4095, ""worst"": 0.352}"
bio,dense,standard,2,50,2552,12247627,15,0.4652,30.5,0.97027,0.91823,0.61638,1.0,1.0,0.74138,0.70259,0.80819,0.76267,0.91539,0.27226,0.721,638,464,0.98656,0.89936,0.48994,1.0,1.0,0.69684,0.66451,0.74497,0.65767,0.94401,0.20915,0.54662,1566,1392,"{""pre"": 0.2637, ""0-5s"": 0.625, ""5-10s"": 0.6, ""10-30s"": 0.5521, ""30-60s"": 0.6875, "">60s"": 0.8914}","{""methane"": 0.4555, ""CO"": 0.5244, ""worst"": 0.4555}"
generic,connectome,standard,2,100,5104,300871,13,0.1836,91.9,0.97833,0.94211,0.9806,0.62644,0.875,0.7931,0.76724,0.80352,0.9248,0.92944,0.4208,0.88401,638,464,0.98197,0.86961,0.88937,0.62644,0.95012,0.64224,0.61135,0.7579,0.91874,0.94597,4e-05,0.86015,1566,1392,"{""pre"": 0.1318, ""0-5s"": 0.5417, ""5-10s"": 0.44, ""10-30s"": 0.5417, ""30-60s"": 0.7222, "">60s"": 0.8497}","{""methane"": 0.967, ""CO"": 0.8118, ""worst"": 0.8118}"
generic,random,standard,0,5,255,300871,20,0.2635,12.8,0.97588,0.93791,0.86853,0.83333,0.93287,0.7694,0.71336,0.85093,0.89955,0.92995,0.26549,0.85893,638,464,0.97912,0.84892,0.72055,0.83333,0.9719,0.64296,0.59411,0.77694,0.82756,0.94562,0.00049,0.73308,1566,1392,"{""pre"": 0.5113, ""0-5s"": 0.625, ""5-10s"": 0.28, ""10-30s"": 0.5, ""30-60s"": 0.6528, "">60s"": 0.7222}","{""methane"": 0.7629, ""CO"": 0.6782, ""worst"": 0.6782}"
generic,spectrum,standard,0,10,510,12284990,6,1.0,3.0,0.67547,0.3135,0.46336,0.0,0.5527,0.09052,0.05603,0.23168,0.5041,0.84211,0.01495,0.33699,638,464,0.87142,0.39094,0.64009,0.0,0.83662,0.07399,0.07328,0.32004,0.72527,0.94118,0.00067,0.56897,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.0104, ""30-60s"": 0.0903, "">60s"": 0.1124}","{""methane"": 0.6997, ""CO"": 0.5805, ""worst"": 0.5805}"
generic,dense,standard,0,25,1276,12284990,30,0.6463,30.1,0.90124,0.74723,1.0,0.0,0.72727,0.55819,0.3944,0.5,0.84211,0.85255,0.51122,0.72727,638,464,0.93362,0.61143,1.0,0.0,0.88889,0.3592,0.20259,0.5,0.94118,0.94118,0.51109,0.88889,1566,1392,"{""pre"": 0.0, ""0-5s"": 0.0, ""5-10s"": 0.0, ""10-30s"": 0.1458, ""30-60s"": 0.3611, "">60s"": 0.548}","{""methane"": 1.0, ""CO"": 1.0, ""worst"": 1.0}"
