bodyId,index,type,instance,pool,is_sensory,is_internal,is_output,outside_input_frac,outside_output_frac,post_in_cx_primary,pre_in_cx_primary,assignment_reason
270438893,160,,,internal,False,True,False,0.017391304347826087,0.024390243902439025,113.0,40.0,near_tie_internal_default
270438894,161,,,internal,False,True,False,0.0,0.0,126.0,47.0,near_tie_internal_default
270438900,162,,,internal,False,True,False,0.0,0.0,138.0,43.0,near_tie_internal_default
270438941,163,,,internal,False,True,False,0.0,0.0,99.0,38.0,near_tie_internal_default
270438943,164,,,internal,False,True,False,0.0,0.0,88.0,36.0,near_tie_internal_default
270438954,165,,,internal,False,True,False,0.0,0.0,105.0,38.0,near_tie_internal_default
270438997,166,,,internal,False,True,False,0.0,0.0,22.0,11.0,near_tie_internal_default
270438998,167,,,internal,False,True,False,0.08823529411764706,0.09523809523809523,31.0,19.0,near_tie_internal_default
270439003,168,,,internal,False,True,False,0.0,0.0,33.0,13.0,near_tie_internal_default
270439057,169,,,internal,False,True,False,0.0,0.0,90.0,32.0,near_tie_internal_default
270439065,170,,,internal,False,True,False,0.0,0.0,35.0,14.0,near_tie_internal_default
270443227,171,,,internal,False,True,False,0.05660377358490566,0.05555555555555555,100.0,34.0,near_tie_internal_default
270766669,172,,,internal,False,True,False,0.0,0.0,104.0,43.0,near_tie_internal_default
270766724,173,,,internal,False,True,False,0.0,0.0,82.0,35.0,near_tie_internal_default
270766751,174,,,internal,False,True,False,0.0,0.0,66.0,25.0,near_tie_internal_default
270766755,175,,,internal,False,True,False,0.0,0.0,124.0,37.0,near_tie_internal_default
270766806,176,,,internal,False,True,False,0.0,0.0,97.0,30.0,near_tie_internal_default
270766845,177,,,internal,False,True,False,0.0,0.0,92.0,37.0,near_tie_internal_default
270766868,178,,,internal,False,True,False,0.0,0.0,72.0,36.0,near_tie_internal_default
270766879,179,,,internal,False,True,False,0.0,0.0,75.0,32.0,near_tie_internal_default
270766900,180,,,internal,False,True,False,0.0,0.0,98.0,42.0,near_tie_internal_default
270766951,181,,,internal,False,True,False,0.0,0.0,97.0,34.0,near_tie_internal_default
270766981,182,,,internal,False,True,False,0.0,0.0,99.0,33.0,near_tie_internal_default
270766996,183,,,internal,False,True,False,0.0,0.0,78.0,30.0,near_tie_internal_default
270767015,184,,,internal,False,True,False,0.0,0.0,92.0,34.0,near_tie_internal_default
270767049,185,,,internal,False,True,False,0.0,0.0,108.0,40.0,near_tie_internal_default
270767062,186,,,internal,False,True,False,0.0,0.0,86.0,35.0,near_tie_internal_default
270767074,187,,,internal,False,True,False,0.0,0.0,95.0,36.0,near_tie_internal_default
270770960,188,,,internal,False,True,False,0.0,0.0,12.0,0.0,near_tie_internal_default
270771033,189,,,internal,False,True,False,0.0,0.0,57.0,26.0,near_tie_internal_default
270771046,190,,,internal,False,True,False,0.0,0.0,68.0,26.0,near_tie_internal_default
270771053,191,,,internal,False,True,False,0.0,0.0,81.0,35.0,near_tie_internal_default
